"";"Rank";"ID";"Symbol";"mean expression";"SD";"max delta e";"min delta e";"correlation";"->t.score";"->p.value";"Metagene";"Chromosome";"Description"
"ENSDARG00000099990";1;"ENSDARG00000099990";"";7,08052023255604;1,87431304773123;2,93831917833994;-4,02604757039267;0,589839602123544;2,92173216036816;"0.00499013434864048      .";"19 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000038025";2;"ENSDARG00000038025";"cbx7a";7,6869210761097;2,05135792680775;2,84760382840517;-5,46678179090263;0,462477575557777;2,08644898160227;"0.0266504373776029      .";"20 x 2";"3 NA";"chromobox homolog 7a [Source:ZFIN;Acc:ZDB-GENE-050417-400]"
"ENSDARG00000095615";3;"ENSDARG00000095615";"";5,06097477919659;1,2810519493445;2,83316580326691;-1,77313703777248;0,401133578996113;1,7516375952204;"0.0494889959563889      .";"18 x 1";"16 NA";"si:dkeyp-86h10.3 [Source:ZFIN;Acc:ZDB-GENE-100922-65]"
"ENSDARG00000098085";4;"ENSDARG00000098085";"";6,96825972697111;1,50935621456081;2,63261910134923;-3,12489657463854;0,553508884481406;2,65840598564237;"0.00858604592107404      .";"19 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000094760";5;"ENSDARG00000094760";"si:dkey-125i10.3";5,24869003023405;1,10559667301335;2,61800400550061;-1,45020802070439;0,290797362374793;1,21572752237363;"0.120861274183256      .";"27 x 1";"5 NA";"si:dkey-125i10.3 [Source:ZFIN;Acc:ZDB-GENE-060526-198]"
"ENSDARG00000086842";6;"ENSDARG00000086842";"";7,93475453814573;1,09447730406427;2,59349188445216;-1,38011650022408;0,68098797740049;3,71974875445706;"0.000931514626551611      .";"19 x 4";"9 NA";"death associated protein 1b [Source:ZFIN;Acc:ZDB-GENE-000511-4]"
"ENSDARG00000102011";7;"ENSDARG00000102011";"";9,03985543385909;1,97645979716799;2,45703015928151;-5,70702929337033;0,679249587422159;3,70209993221956;"0.000966885858997957      .";"19 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000086337";8;"ENSDARG00000086337";"si:dkey-102g19.3";4,15523864337088;1,1214991371089;2,23902829057318;-1,13382940317022;0,439873414136639;1,95921661747073;"0.0338745868755819      .";"20 x 5";"21 NA";"si:dkey-102g19.3 [Source:ZFIN;Acc:ZDB-GENE-091204-230]"
"ENSDARG00000102646";9;"ENSDARG00000102646";"";8,6412779948115;1,6969020049519;2,23270471975165;-3,57239501779529;0,645146570544922;3,37747064204616;"0.00191917150716048      .";"19 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000102482";10;"ENSDARG00000102482";"zgc:165573";7,19754682245663;1,96744041892599;2,22334432429724;-4,6948537440252;0,932108212680195;10,294422336199;"9.15828479719494e-09      .";"18 x 1";"21 NA";"zgc:165573 [Source:ZFIN;Acc:ZDB-GENE-070615-27]"
"ENSDARG00000098579";11;"ENSDARG00000098579";"";8,36513649012168;1,34441555925695;2,11501816246519;-3,77662211382432;0,710952792483276;4,0438715600276;"0.000470569089569994      .";"19 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000074628";12;"ENSDARG00000074628";"si:dkey-10o6.2";5,52842020088761;1,03065151650321;2,0938335640944;-1,64979332725204;0,742612187058119;4,43534799695402;"0.000207807253133629      .";"18 x 1";"18 NA";"si:dkey-10o6.2 [Source:ZFIN;Acc:ZDB-GENE-070705-284]"
"ENSDARG00000093987";13;"ENSDARG00000093987";"";2,64061784869939;0,851571332760093;2,062388452822;-0,502737673573739;0,512079761110581;2,38471144582404;"0.0149059659760774      .";"22 x 3";"7 NA";"si:ch211-165f21.7 [Source:ZFIN;Acc:ZDB-GENE-070912-139]"
"ENSDARG00000102102";14;"ENSDARG00000102102";"";4,47427150376008;0,892830613547474;2,04751342683671;-0,892103585102126;0,290516598303374;1,21444548457787;"0.121099067735662      .";"22 x 2";"4 NA";"zinc finger protein 70 [Source:HGNC Symbol;Acc:HGNC:13140]"
"ENSDARG00000097973";15;"ENSDARG00000097973";"";4,70993440080597;0,88574368914165;2,01659510087443;-1,20539388043918;0,5989811019077;2,99205123958631;"0.00431062303744123      .";"20 x 5";"15 NA";"si:ch1073-190k2.1 [Source:ZFIN;Acc:ZDB-GENE-131127-449]"
"ENSDARG00000101391";16;"ENSDARG00000101391";"";6,97970539112609;1,08054862011258;1,99707118347736;-1,70929986984035;0,504941402812985;2,33998393055424;"0.0162872409072613      .";"19 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000103474";17;"ENSDARG00000103474";"";6,74523334652917;1,0981239095709;1,97715311318828;-3,05858818228436;0,516698823670996;2,41400887865967;"0.0140617621381134      .";"20 x 1";"15 NA";"Small Cajal body specific RNA 6 [Source:RFAM;Acc:RF00478]"
"ENSDARG00000098470";18;"ENSDARG00000098470";"";10,6354069005576;1,11322426276988;1,97489220626905;-1,96744956250843;0,722949421983281;4,18554592521178;"0.000349659711999628      .";"18 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000097652";19;"ENSDARG00000097652";"si:dkey-234i14.2";5,80934492420735;1,01213778201222;1,94961954050698;-1,68738452793317;0,620177531129857;3,16230962890599;"0.00301859982838215      .";"18 x 3";"25 NA";"si:dkey-234i14.2 [Source:ZFIN;Acc:ZDB-GENE-131127-595]"
"ENSDARG00000100346";20;"ENSDARG00000100346";"";4,32836782771012;0,801796070193072;1,93214565039933;-0,982779228592966;0,468356998134008;2,1203674351019;"0.0249778733969472      .";"22 x 4";"25 NA";"si:ch211-194m7.4 [Source:ZFIN;Acc:ZDB-GENE-131125-83]"
"ENSDARG00000102811";21;"ENSDARG00000102811";"";11,4567724633874;1,08605632413231;1,93089178480983;-1,92635084068965;0,708053249696425;4,01072962580244;"0.000504503980238935      .";"18 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000043279";22;"ENSDARG00000043279";"aqp12";4,84543408197077;0,972711102934808;1,91135940955052;-1,17708439872419;0,327978037576081;1,38872922394479;"0.0919725564007245      .";"19 x 9";"22 NA";"aquaporin 12 [Source:ZFIN;Acc:ZDB-GENE-040718-310]"
"ENSDARG00000105811";23;"ENSDARG00000105811";"";5,8949434011896;0,888500541044164;1,91050991706605;-1,4811561940882;0,864815295159339;6,8897214435409;"1.81899787199402e-06      .";"19 x 4";"4 NA";""
"ENSDARG00000028912";24;"ENSDARG00000028912";"";3,68171996180584;0,897336903160887;1,89380038488837;-0,845624071214793;0,498065112888097;2,29750823911611;"0.0177092799740394      .";"23 x 1";"7 NA";"si:dkey-10h3.2 [Source:ZFIN;Acc:ZDB-GENE-060503-142]"
"ENSDARG00000035120";25;"ENSDARG00000035120";"";9,22229950179856;0,941694281456;1,89080192447678;-1,67067573380143;0,675501990163379;3,66444435607112;"0.00104692328496325      .";"20 x 5";"5 NA";"glycine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4313]"
"ENSDARG00000095511";26;"ENSDARG00000095511";"";4,67168911431448;0,872897465878059;1,87769490877044;-1,20343040472203;0,385303904888839;1,67016987272392;"0.0571645641458246      .";"20 x 7";"16 NA";""
"ENSDARG00000086256";27;"ENSDARG00000086256";"si:ch211-236p5.2";7,09496320806537;0,789232021905647;1,87431356640594;-1,48095021720163;0,471441087308525;2,13830317827544;"0.0241328949672815      .";"16 x 6";"17 NA";"si:ch211-236p5.2 [Source:ZFIN;Acc:ZDB-GENE-081028-33]"
"ENSDARG00000100920";28;"ENSDARG00000100920";"";5,92088109829606;1,14018912450613;1,8698843187469;-1,88002388994702;0,505648705683481;2,34438657567892;"0.016146127017775      .";"20 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000022509";29;"ENSDARG00000022509";"cox4i2";6,39489983038671;1,08083147206647;1,86514033956615;-2,11749961782898;0,6577432459275;3,49286452510119;"0.00150427396524355      .";"18 x 4";"23 NA";"cytochrome c oxidase subunit IV isoform 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1775]"
"ENSDARG00000030967";30;"ENSDARG00000030967";"si:ch211-51a6.2";7,37178877903676;0,74825434861472;1,86302265306369;-1,44620180621103;0,490848524332114;2,25355010074195;"0.0193024506026718      .";"27 x 6";"13 NA";"si:ch211-51a6.2 [Source:ZFIN;Acc:ZDB-GENE-090313-118]"
"ENSDARG00000088785";31;"ENSDARG00000088785";"";8,98309264322588;1,09409014652202;1,85265635192995;-1,903172248143;0,616047854734473;3,12830279814524;"0.00324183232933728      .";"18 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000029795";32;"ENSDARG00000029795";"fam213b";6,68729696724442;1,42929099634164;1,85023260597219;-3,2387447620223;0,865086994464025;6,89831971636269;"1.79155760915428e-06      .";"18 x 1";"11 NA";"family with sequence similarity 213, member B [Source:ZFIN;Acc:ZDB-GENE-040426-2556]"
"ENSDARG00000103219";33;"ENSDARG00000103219";"";6,62591483768454;1,17261593841144;1,84781070086841;-2,92233098984306;0,665762782928743;3,56899158931516;"0.00128082275059094      .";"19 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000056656";34;"ENSDARG00000056656";"tspan18a";7,58182822112201;1,19971458139965;1,84465576961548;-3,27271142619668;0,618369382437311;3,14736809146762;"0.00311475328443667      .";"19 x 1";"7 NA";"tetraspanin 18a [Source:ZFIN;Acc:ZDB-GENE-040718-232]"
"ENSDARG00000031136";35;"ENSDARG00000031136";"moxd1";6,19521049678253;0,894944022908276;1,83931895389248;-1,54655382638049;0,333897512057408;1,41690722628204;"0.0878435426066075      .";"23 x 3";"20 NA";"monooxygenase, DBH-like 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9320]"
"ENSDARG00000054153";36;"ENSDARG00000054153";"ftr46";5,66505002860617;1,03456071059869;1,83578546114631;-1,95535738919068;0,62134759690478;3,17202199109647;"0.0029576718525326      .";"26 x 1";"3 NA";"finTRIM family, member 50 [Source:ZFIN;Acc:ZDB-GENE-080215-17]"
"ENSDARG00000041051";37;"ENSDARG00000041051";"mid1ip1a";5,008553682629;0,6871591223109;1,81711303280988;-0,954566396670182;0,525582907516724;2,47117301862334;"0.0125428345304015      .";"22 x 6";"9 NA";"MID1 interacting protein 1a [Source:ZFIN;Acc:ZDB-GENE-990415-81]"
"ENSDARG00000105097";38;"ENSDARG00000105097";"";10,2054864044141;1,11735636494422;1,81309125100894;-2,33836149225236;0,641621933238459;3,34604601139048;"0.00205066996266989      .";"18 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000104308";39;"ENSDARG00000104308";"";13,1200139848801;0,857841825044252;1,80567596372943;-1,32352016621924;0,325519085821588;1,37707826389349;"0.0937252288645859      .";"20 x 6";" ";""
"ENSDARG00000096859";40;"ENSDARG00000096859";"";5,70361484786961;1,22321583367877;1,80003491419946;-1,97332273630491;0,652232210526309;3,44177134354175;"0.00167564406697152      .";"18 x 2";"15 NA";"si:ch211-286b4.4 [Source:ZFIN;Acc:ZDB-GENE-131127-605]"
"ENSDARG00000067567";41;"ENSDARG00000067567";"slc6a13";7,26703966564235;1,15401828129823;1,7979282826222;-3,72829439248732;0,590106281382501;2,92375865695389;"0.00496916457470575      .";"20 x 1";"25 NA";"solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046]"
"ENSDARG00000022183";42;"ENSDARG00000022183";"gsto1";3,93126683977752;0,579389897477282;1,76399807183143;-0,527408397055106;0,624401331046739;3,19753363029651;"0.00280334503506086      .";"23 x 6";"13 NA";"glutathione S-transferase omega 1 [Source:ZFIN;Acc:ZDB-GENE-040718-365]"
"ENSDARG00000057263";43;"ENSDARG00000057263";"zgc:173729";4,75424615480139;0,850110440088166;1,75342171038763;-1,2299518356263;0,746365344590002;4,48579692028471;"0.000187189369734608      .";"22 x 4";"16 NA";"zgc:173729 [Source:ZFIN;Acc:ZDB-GENE-071004-64]"
"ENSDARG00000102724";44;"ENSDARG00000102724";"";6,65265968160928;1,41840145841059;1,75168595379183;-3,20130946611502;0,819037183186294;5,71015829459821;"1.61070476847325e-05      .";"18 x 1";"15 NA";"zgc:153039 [Source:ZFIN;Acc:ZDB-GENE-060929-736]"
"ENSDARG00000056855";45;"ENSDARG00000056855";"si:rp71-1c23.3";5,49983104100722;0,619291082369397;1,74544386262484;-1,13356890882785;0,538482264742588;2,55617716549599;"0.0105687684849991      .";"21 x 6";"5 NA";"si:rp71-1c23.3 [Source:NCBI gene;Acc:558898]"
