"";"Rank";"ID";"Symbol";"mean expression";"SD";"max delta e";"min delta e";"correlation";"->t.score";"->p.value";"Metagene";"Chromosome";"Description"
"ENSDARG00000103201";1;"ENSDARG00000103201";"";4,47115906790893;2,91996791335872;8,47291184753638;-3,83928626304315;0,32005099739181;1,35128093977226;"0.0977020696168569      .";"36 x 1";"4 NA";""
"ENSDARG00000103411";2;"ENSDARG00000103411";"";4,0862306023916;2,76485218357275;8,19450176736381;-3,47778466054308;0,298844770551106;1,2526217204196;"0.114171510216017      .";"36 x 1";"4 NA";""
"ENSDARG00000103635";3;"ENSDARG00000103635";"";4,15164450961327;2,75288029227631;8,13179337106047;-3,52102704918706;0,295318767233751;1,23642095392332;"0.117072705858219      .";"36 x 1";"4 NA";""
"ENSDARG00000098155";4;"ENSDARG00000098155";"";5,57828817550797;2,56212339003934;8,07653914363075;-3,27729950676498;0,259387710030724;1,07432134285444;"0.149306989210811      .";"36 x 1";"4 NA";""
"ENSDARG00000103357";5;"ENSDARG00000103357";"";6,23807847190281;2,52505557108865;6,86750061431028;-3,44560019349417;0,309634944322011;1,3025530840572;"0.105582494016592      .";"36 x 1";"4 NA";""
"ENSDARG00000103204";6;"ENSDARG00000103204";"";3,85880818848977;2,11489501942386;6,62315089141023;-1,53720351296354;0,13052390184361;0,526600589632933;"0.302847582298859      .";"35 x 1";"4 NA";""
"ENSDARG00000004051";7;"ENSDARG00000004051";"cyp7a1b";4,12126605005249;1,90332011970692;5,9313727497119;-1,56675982661569;0,712007240843258;4,0560268258027;"0.000458709914419098      .";"40 x 1";"7 NA";""
"ENSDARG00000087953";8;"ENSDARG00000087953";"";7,76689679995451;2,72316735739596;5,26891816029932;-3,73142193278918;0,328233206266373;1,38994006447255;"0.0917919424250582      .";"36 x 1";"5 NA";""
"ENSDARG00000098385";9;"ENSDARG00000098385";"";7,04993204182278;2,13524368898218;5,15030818431882;-3,13843799274414;0,355115240000069;1,5194979917457;"0.0740750461003048      .";"35 x 1";"4 NA";""
"ENSDARG00000087337";10;"ENSDARG00000087337";"";6,95788104817797;2,55227210892669;5,0944703785261;-3,39885947718625;0,317805296306688;1,3407299958671;"0.0993671666425522      .";"36 x 1";"5 NA";""
"ENSDARG00000101430";11;"ENSDARG00000101430";"";7,20274781632234;2,14248954505508;5,05584337526528;-3,18135015075077;0,354343004437789;1,51571863355223;"0.0745483065909001      .";"35 x 1";"4 NA";""
"ENSDARG00000100266";12;"ENSDARG00000100266";"";6,67751825726286;2,06429444316993;4,96942039732292;-3,1140023772583;0,346643958580941;1,47823090507096;"0.0793807770178931      .";"35 x 1";"4 NA";""
"ENSDARG00000100881";13;"ENSDARG00000100881";"";6,69894318043688;2,05058318145915;4,93476924741144;-3,20689543221532;0,355685164202195;1,52228951056088;"0.0737271017814034      .";"35 x 1";"4 NA";""
"ENSDARG00000102100";14;"ENSDARG00000102100";"mrc1a";8,71816536327673;1,82452635573396;4,13360193974048;-2,80729967857215;0,840207126981183;6,19775344733507;"6.38991600565575e-06      .";"40 x 1";"7 NA";"mannose receptor, C type 1a [Source:ZFIN;Acc:ZDB-GENE-090915-4]"
"ENSDARG00000104790";15;"ENSDARG00000104790";"";6,81837627671043;2,29289531480843;4,06916423462613;-2,70151938976106;0,337810779219966;1,43563849781922;"0.0851835038694597      .";"36 x 1";"KN150411.1 NA";""
"ENSDARG00000089382";16;"ENSDARG00000089382";"";10,6377131364153;1,43326628448417;3,95189511653928;-1,45635498202287;0,233693450257977;0,961394500719142;"0.175329484221995      .";"36 x 1";"5 NA";"zgc:158463 [Source:ZFIN;Acc:ZDB-GENE-070410-9]"
