"";"Rank";"ID";"Symbol";"mean expression";"SD";"max delta e";"min delta e";"correlation";"->t.score";"->p.value";"Metagene";"Chromosome";"Description"
"ENSDARG00000076856";1;"ENSDARG00000076856";"frem2a";8,38152298861454;1,43713151809309;3,1382445869555;-2,30605299649773;0,840305791351774;6,20022954561428;"6.36050832403257e-06      .";"13 x 40";"10 NA";"Fras1 related extracellular matrix protein 2a [Source:ZFIN;Acc:ZDB-GENE-081119-3]"
"ENSDARG00000063056";2;"ENSDARG00000063056";"";5,36209925035036;1,6097717540983;3,08037510549819;-2,37242785426906;0,641343064295034;3,34357519628092;"0.00206138060026673      .";"11 x 36";"17 NA";"tubby like protein 4b [Source:ZFIN;Acc:ZDB-GENE-130530-708]"
"ENSDARG00000044212";3;"ENSDARG00000044212";"";5,53117984418753;1,9008131954083;2,96624842774173;-2,60457889354395;0,687495236422239;3,78686729327664;"0.000808460934333288      .";"14 x 40";"19 NA";"zmp:0000001081 [Source:ZFIN;Acc:ZDB-GENE-140106-41]"
"ENSDARG00000058248";4;"ENSDARG00000058248";"si:dkeyp-77h1.4";6,60587220524605;1,35825081813;2,87297986131444;-3,42236857412591;0,749693105076915;4,5313349037477;"0.000170373341933594      .";"10 x 39";"16 NA";"si:dkeyp-77h1.4 [Source:ZFIN;Acc:ZDB-GENE-050208-18]"
"ENSDARG00000009401";5;"ENSDARG00000009401";"vcanb";9,73856278180617;1,28760763242146;2,85157235978465;-1,8645934452323;0,769168411552708;4,81447818521683;"9.53092903930308e-05      .";"15 x 40";"10 NA";"versican b [Source:ZFIN;Acc:ZDB-GENE-030131-2185]"
"ENSDARG00000060115";6;"ENSDARG00000060115";"lrrn1";9,86359796042029;1,32899534269508;2,80644760765647;-1,91960016995543;0,82728048514491;5,89032772088688;"1.14033802827151e-05      .";"12 x 40";"6 NA";"leucine rich repeat neuronal 1 [Source:ZFIN;Acc:ZDB-GENE-071126-1]"
"ENSDARG00000052061";7;"ENSDARG00000052061";"col4a6";10,1556230018516;1,14493973869314;2,7932113294376;-1,6588509823779;0,729903041108562;4,27124453564218;"0.000292343359576064      .";"16 x 40";"7 NA";"collagen, type IV, alpha 6 [Source:ZFIN;Acc:ZDB-GENE-101001-2]"
"ENSDARG00000071095";8;"ENSDARG00000071095";"abi3bpb";8,68210383692321;1,17267358782164;2,78146037755704;-1,46429893347602;0,532783179392573;2,51831990801769;"0.0114083844740179      .";"15 x 40";"22 NA";"ABI family, member 3 (NESH) binding protein b [Source:ZFIN;Acc:ZDB-GENE-030131-6041]"
"ENSDARG00000076309";9;"ENSDARG00000076309";"mxra5b";8,20628743298552;1,50042038389979;2,71739803787518;-3,99912407819539;0,716764519691929;4,1115663050193;"0.000408255436464278      .";"15 x 40";"9 NA";"matrix-remodelling associated 5b [Source:ZFIN;Acc:ZDB-GENE-081104-119]"
"ENSDARG00000079396";10;"ENSDARG00000079396";"lrfn5b";5,74430024254377;1,32169118642999;2,68945851501347;-2,29332362516067;0,718023672909696;4,12646207285905;"0.000395705681214609      .";"10 x 37";"20 NA";"leucine rich repeat and fibronectin type III domain containing 5b [Source:ZFIN;Acc:ZDB-GENE-080327-20]"
