"";"Rank";"ID";"Symbol";"mean expression";"SD";"max delta e";"min delta e";"correlation";"->t.score";"->p.value";"Metagene";"Chromosome";"Description"
"ENSDARG00000015607";1;"ENSDARG00000015607";"";4,00153934303121;2,19532236246537;5,98595843431691;-1,86088169496538;0,391866110642974;1,70372448333732;"0.0538865342506247      .";"3 x 8";"7 NA";"si:ch211-220f21.2 [Source:ZFIN;Acc:ZDB-GENE-160113-17]"
"ENSDARG00000105341";2;"ENSDARG00000105341";"";8,22268020266148;3,29965486640565;4,88772778272193;-6,07988918087541;0,628226455635325;3,22982928673001;"0.00261932945508381      .";"1 x 9";"23 NA";"si:dkey-9l20.3 [Source:ZFIN;Acc:ZDB-GENE-090313-369]"
"ENSDARG00000091996";3;"ENSDARG00000091996";"si:ch211-117m20.5";5,25872833290846;2,08460794124341;4,72014103411816;-2,88375669186919;0,517259395397863;2,41758385338184;"0.0139618912848485      .";"1 x 11";"5 NA";"si:ch211-117m20.5 [Source:ZFIN;Acc:ZDB-GENE-030131-12]"
"ENSDARG00000006588";4;"ENSDARG00000006588";"zgc:111983";4,70441191029235;1,97299679354959;4,57781167155331;-2,17963857430625;0,625737946016014;3,20877535902231;"0.00273788774736317      .";"3 x 8";"1 NA";"zgc:111983 [Source:ZFIN;Acc:ZDB-GENE-050417-335]"
"ENSDARG00000031588";5;"ENSDARG00000031588";"si:ch211-39f2.3";5,76876072073097;1,88709462383693;4,25457615197928;-3,15141418805268;0,44368785864426;1,9803484585138;"0.032563724035273      .";"3 x 11";"12 NA";"si:dkey-239b22.1 [Source:ZFIN;Acc:ZDB-GENE-131119-12]"
"ENSDARG00000017444";6;"ENSDARG00000017444";"hal";4,57747147451316;1,86791039599306;4,1905907145199;-1,87050032622153;0,675698228954537;3,66640305755719;"0.00104260082301488      .";"1 x 6";"25 NA";"histidine ammonia-lyase [Source:ZFIN;Acc:ZDB-GENE-070410-5]"
"ENSDARG00000054319";7;"ENSDARG00000054319";"oxct1b";4,46402982365284;2,23305656427095;4,14704354619357;-2,20632640535615;0,636451001159755;3,30059308721303;"0.00225682997320487      .";"1 x 6";"21 NA";"3-oxoacid CoA transferase 1b [Source:ZFIN;Acc:ZDB-GENE-060929-212]"
"ENSDARG00000094041";8;"ENSDARG00000094041";"krt17";9,08284647685163;2,22430592248784;4,09054705930743;-6,6450672846599;0,602300274271681;3,01802930890463;"0.00408319328061402      .";"1 x 9";"19 NA";"keratin 17 [Source:ZFIN;Acc:ZDB-GENE-060503-86]"
"ENSDARG00000100582";9;"ENSDARG00000100582";"si:ch211-195b11.3";5,94835416832115;1,75504517550476;3,79113613239646;-2,85458055445521;0,680647864998161;3,71628662128427;"0.000938349425847473      .";"1 x 9";"14 NA";"si:ch211-195b11.3 [Source:ZFIN;Acc:ZDB-GENE-141222-6]"
"ENSDARG00000055514";10;"ENSDARG00000055514";"icn2";5,07211377897438;1,59071807280733;3,78839993503074;-2,06034282352621;0,524298532076034;2,46284098160056;"0.0127541289495108      .";"1 x 12";"16 NA";"ictacalcin 2 [Source:ZFIN;Acc:ZDB-GENE-070822-9]"
"ENSDARG00000008637";11;"ENSDARG00000008637";"mtp";6,08160570397;2,20763491135032;3,77570648310681;-3,48213708831104;0,702987338659697;3,95379641492737;"0.000568680030572422      .";"1 x 6";"1 NA";"microsomal triglyceride transfer protein [Source:ZFIN;Acc:ZDB-GENE-040419-2]"
"ENSDARG00000002197";12;"ENSDARG00000002197";"";7,85360797819921;1,88167870339857;3,72765467274675;-2,36266274086923;0,695185269301607;3,86842331239532;"0.00068070526987718      .";"1 x 6";"13 NA";"phosphorylase, glycogen, liver [Source:ZFIN;Acc:ZDB-GENE-041205-1]"
"ENSDARG00000038439";13;"ENSDARG00000038439";"fabp10a";5,28456384924288;2,32211960579;3,72266181674701;-2,88046312822014;0,620112436184092;3,16177030503548;"0.0030220191354946      .";"1 x 6";"16 NA";"fatty acid binding protein 10a, liver basic [Source:ZFIN;Acc:ZDB-GENE-020318-1]"
"ENSDARG00000093494";14;"ENSDARG00000093494";"";6,13241198467068;2,00062822913023;3,71936614387759;-3,24061386173451;0,593279191677958;2,94798296502443;"0.00472505083596486      .";"1 x 10";"1 NA";"si:ch211-217k17.9 [Source:ZFIN;Acc:ZDB-GENE-061207-21]"
"ENSDARG00000086569";15;"ENSDARG00000086569";"zgc:172051";4,7540495817456;1,93129853852211;3,63466960173984;-2,03993151381797;0,677895359689533;3,68843152460118;"0.000995203065387695      .";"1 x 6";"3 NA";"zgc:172051 [Source:ZFIN;Acc:ZDB-GENE-080219-23]"
"ENSDARG00000089310";16;"ENSDARG00000089310";"gc";4,60953685152096;1,96339535375493;3,61564429312076;-2,03965394817931;0,655192848890927;3,46909910720493;"0.00158169718424506      .";"1 x 6";"5 NA";"group-specific component (vitamin D binding protein) [Source:ZFIN;Acc:ZDB-GENE-040718-307]"
