"";"Rank";"ID";"Symbol";"mean expression";"SD";"max delta e";"min delta e";"correlation";"->t.score";"->p.value";"Metagene";"Chromosome";"Description"
"ENSDARG00000075191";1;"ENSDARG00000075191";"oacyl";8,15083807881266;4,6820194469782;5,16278871303247;-6,13223876644655;0,971476902611587;16,3869557788642;"1.00719432793994e-11      .";"1 x 1";"21 NA";"O-acyltransferase like [Source:ZFIN;Acc:ZDB-GENE-090710-2]"
"ENSDARG00000104814";2;"ENSDARG00000104814";"wu:fc46h12";12,2344219065766;4,86381074735506;4,98467002071595;-7,11309089577297;0,945382087918418;11,6010515714401;"1.67630698211241e-09      .";"1 x 1";"2 NA";"wu:fc46h12 [Source:ZFIN;Acc:ZDB-GENE-030131-3611]"
"ENSDARG00000100406";3;"ENSDARG00000100406";"zgc:112265";6,27052030157787;2,86827689891329;4,89633669819897;-4,19874594948967;0,734193224110426;4,32552271543588;"0.000261074590649946      .";"1 x 5";"11 NA";"zgc:112265 [Source:ZFIN;Acc:ZDB-GENE-050626-133]"
"ENSDARG00000093957";4;"ENSDARG00000093957";"si:dkey-251i10.2";10,5085901675796;4,52975980077212;4,88348740234637;-6,93265986694575;0,940526387180795;11,0741152489254;"3.2624929424685e-09      .";"1 x 1";"5 NA";"si:dkey-251i10.2 [Source:ZFIN;Acc:ZDB-GENE-050506-102]"
"ENSDARG00000090850";5;"ENSDARG00000090850";"serpina1l";7,86305303769035;3,28313723908765;4,84332264366792;-5,75390160367293;0,813324222159773;5,59167577576428;"2.02610710946516e-05      .";"1 x 5";"20 NA";"serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1, like [Source:ZFIN;Acc:ZDB-GENE-040721-3]"
"ENSDARG00000052207";6;"ENSDARG00000052207";"c3a.3";5,48400393626837;2,6101005146295;4,7778045601557;-3,36936820816405;0,829702598517429;5,94549719459193;"1.02679714070186e-05      .";"1 x 5";"1 NA";"complement component c3a, duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-990415-37]"
"ENSDARG00000099101";7;"ENSDARG00000099101";"gch2";13,0116373748749;4,5331953762932;4,71220470957913;-7,81141425821875;0,908046980641463;8,67143116496428;"9.5983036629832e-08      .";"1 x 1";"12 NA";"GTP cyclohydrolase 2 [Source:ZFIN;Acc:ZDB-GENE-001205-3]"
"ENSDARG00000018478";8;"ENSDARG00000018478";"agxtb";6,80524364066383;2,78696640284332;4,69164195247678;-4,68554766473854;0,688465742804786;3,79702358484397;"0.000791319954380088      .";"1 x 5";"2 NA";"alanine-glyoxylate aminotransferase b [Source:ZFIN;Acc:ZDB-GENE-010302-3]"
"ENSDARG00000023111";9;"ENSDARG00000023111";"plg";6,20807253618429;2,82100952299371;4,67275539075451;-4,09957315666733;0,802301438133278;5,37628264140851;"3.08909837916094e-05      .";"1 x 5";"20 NA";"plasminogen [Source:ZFIN;Acc:ZDB-GENE-030131-1411]"
"ENSDARG00000020741";10;"ENSDARG00000020741";"fga";6,12339334738502;2,63945489824241;4,5843552678285;-3,93031203681743;0,716783071473599;4,11178516978628;"0.000408068152848218      .";"1 x 5";"1 NA";"fibrinogen alpha chain [Source:ZFIN;Acc:ZDB-GENE-031010-21]"
"ENSDARG00000090286";11;"ENSDARG00000090286";"serpina1";7,10167659312159;3,16204183693209;4,56610467170886;-5,0109924604661;0,841998169196081;6,24303086121746;"5.87381478012183e-06      .";"1 x 4";"20 NA";"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1421]"
