"";"Rank";"ID";"Symbol";"mean expression";"SD";"max delta e";"min delta e";"correlation";"->t.score";"->p.value";"Metagene";"Chromosome";"Description"
"ENSDARG00000075191";1;"ENSDARG00000075191";"oacyl";8,15083807881266;4,6820194469782;5,16278871303247;-6,13223876644655;0,965349832149385;14,7969467999106;"4.68595162672614e-11      .";"1 x 1";"21 NA";"O-acyltransferase like [Source:ZFIN;Acc:ZDB-GENE-090710-2]"
"ENSDARG00000104814";2;"ENSDARG00000104814";"wu:fc46h12";12,2344219065766;4,86381074735506;4,98467002071595;-7,11309089577297;0,952942858843939;12,5738800616328;"5.21326981584025e-10      .";"1 x 1";"2 NA";"wu:fc46h12 [Source:ZFIN;Acc:ZDB-GENE-030131-3611]"
"ENSDARG00000100406";3;"ENSDARG00000100406";"zgc:112265";6,27052030157787;2,86827689891329;4,89633669819897;-4,19874594948967;0,718957559391676;4,13756390454022;"0.000386607211108281      .";"1 x 5";"11 NA";"zgc:112265 [Source:ZFIN;Acc:ZDB-GENE-050626-133]"
"ENSDARG00000093957";4;"ENSDARG00000093957";"si:dkey-251i10.2";10,5085901675796;4,52975980077212;4,88348740234637;-6,93265986694575;0,950366706149722;12,2181799915111;"7.92026222384834e-10      .";"1 x 1";"5 NA";"si:dkey-251i10.2 [Source:ZFIN;Acc:ZDB-GENE-050506-102]"
"ENSDARG00000090850";5;"ENSDARG00000090850";"serpina1l";7,86305303769035;3,28313723908765;4,84332264366792;-5,75390160367293;0,792737299113041;5,20200038740111;"4.36408004615974e-05      .";"1 x 5";"20 NA";"serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1, like [Source:ZFIN;Acc:ZDB-GENE-040721-3]"
"ENSDARG00000052207";6;"ENSDARG00000052207";"c3a.3";5,48400393626837;2,6101005146295;4,7778045601557;-3,36936820816405;0,828117594773736;5,90927536382575;"1.09994264245739e-05      .";"1 x 5";"1 NA";"complement component c3a, duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-990415-37]"
"ENSDARG00000079782";7;"ENSDARG00000079782";"vmhcl";8,93369333388861;3,57265833686436;4,72113398525011;-6,07211599291999;0,644977295777142;3,37595306768239;"0.00192532504323828      .";"4 x 1";"2 NA";"ventricular myosin heavy chain-like [Source:ZFIN;Acc:ZDB-GENE-061027-393]"
"ENSDARG00000099101";8;"ENSDARG00000099101";"gch2";13,0116373748749;4,5331953762932;4,71220470957913;-7,81141425821875;0,922665313743196;9,57117321341027;"2.51837961595669e-08      .";"1 x 1";"12 NA";"GTP cyclohydrolase 2 [Source:ZFIN;Acc:ZDB-GENE-001205-3]"
"ENSDARG00000018478";9;"ENSDARG00000018478";"agxtb";6,80524364066383;2,78696640284332;4,69164195247678;-4,68554766473854;0,686594190333539;3,77747235079834;"0.000824649247526787      .";"1 x 5";"2 NA";"alanine-glyoxylate aminotransferase b [Source:ZFIN;Acc:ZDB-GENE-010302-3]"
"ENSDARG00000023111";10;"ENSDARG00000023111";"plg";6,20807253618429;2,82100952299371;4,67275539075451;-4,09957315666733;0,787939348928607;5,11854285956443;"5.15606712927497e-05      .";"1 x 5";"20 NA";"plasminogen [Source:ZFIN;Acc:ZDB-GENE-030131-1411]"
"ENSDARG00000020741";11;"ENSDARG00000020741";"fga";6,12339334738502;2,63945489824241;4,5843552678285;-3,93031203681743;0,706506871403398;3,99322141835961;"0.000523419453871243      .";"1 x 5";"1 NA";"fibrinogen alpha chain [Source:ZFIN;Acc:ZDB-GENE-031010-21]"
"ENSDARG00000090286";12;"ENSDARG00000090286";"serpina1";7,10167659312159;3,16204183693209;4,56610467170886;-5,0109924604661;0,824908911035405;5,83731820880988;"1.26172982397588e-05      .";"1 x 4";"20 NA";"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1421]"
"ENSDARG00000089205";13;"ENSDARG00000089205";"";7,71159687737876;4,47424264233998;4,52949298821713;-5,74755319048746;0,986546718419893;24,1387146058818;"2.58681964737661e-14      .";"1 x 1";"24 NA";"si:dkey-73n8.3 [Source:ZFIN;Acc:ZDB-GENE-141219-27]"
"ENSDARG00000008969";14;"ENSDARG00000008969";"fgb";6,53563596779879;2,92535618484654;4,52526779365378;-4,40778014734905;0,823700694738119;5,81068511540825;"1.32770226104473e-05      .";"1 x 5";"1 NA";"fibrinogen beta chain [Source:ZFIN;Acc:ZDB-GENE-030131-9261]"
"ENSDARG00000038969";15;"ENSDARG00000038969";"zgc:113142";6,93967621604075;3,82755010925314;4,50604379309431;-4,97448223775181;0,944346869528904;11,4831189765999;"1.94159444077968e-09      .";"1 x 1";"17 NA";"zgc:113142 [Source:ZFIN;Acc:ZDB-GENE-050220-2]"
"ENSDARG00000055240";16;"ENSDARG00000055240";"xdh";9,54432078503588;4,35462229144473;4,47458800498756;-7,22937222236351;0,959529248824899;13,6292419435886;"1.59330104665401e-10      .";"1 x 1";"17 NA";"xanthine dehydrogenase [Source:ZFIN;Acc:ZDB-GENE-070719-9]"
"ENSDARG00000078417";17;"ENSDARG00000078417";"plxdc1";4,46326391078143;2,10500529313622;4,44928898929313;-2,23872067240415;0,694037340392613;3,85608967478902;"0.000698634909378715      .";"4 x 1";"12 NA";"plexin domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-081104-391]"
"ENSDARG00000076844";18;"ENSDARG00000076844";"zgc:162150";8,75361882398589;4,7810552429627;4,43983527736594;-6,92009932781053;0,963199191175306;14,3339285518008;"7.53468398784207e-11      .";"1 x 1";"16 NA";"zgc:162150 [Source:ZFIN;Acc:ZDB-GENE-070410-23]"
"ENSDARG00000011400";19;"ENSDARG00000011400";"tnnc1a";6,72940693416142;3,45680146948272;4,42048654527134;-4,69804695269409;0,6450745908961;3,37682522936168;"0.00192178616806282      .";"4 x 1";"23 NA";"troponin C type 1a (slow) [Source:ZFIN;Acc:ZDB-GENE-030523-1]"
"ENSDARG00000025912";20;"ENSDARG00000025912";"bscl2l";9,57387434334224;4,6706969035437;4,40386402899848;-6,50574948382095;0,976913944926193;18,2914255689555;"1.88693505265292e-12      .";"1 x 1";"14 NA";"Bernardinelli-Seip congenital lipodystrophy 2, like [Source:ZFIN;Acc:ZDB-GENE-050320-130]"
"ENSDARG00000100719";21;"ENSDARG00000100719";"uraha";7,45241564229428;4,00835308733386;4,39803791309652;-5,48490402575649;0,947080284166288;11,8017417164226;"1.3090584172204e-09      .";"1 x 1";"18 NA";"urate (5-hydroxyiso-) hydrolase a [Source:ZFIN;Acc:ZDB-GENE-060825-253]"
"ENSDARG00000058553";22;"ENSDARG00000058553";"sprb";7,46565225901544;3,77323842147216;4,38696829974965;-5,44526576226385;0,94475237474693;11,5289304896695;"1.83362824923705e-09      .";"1 x 1";"8 NA";"sepiapterin reductase b [Source:ZFIN;Acc:ZDB-GENE-070719-1]"
"ENSDARG00000045269";23;"ENSDARG00000045269";"";11,1617202977558;3,52701633651836;4,38297267954974;-5,44157449664962;0,909585208704836;8,75616864706876;"8.42832508229918e-08      .";"1 x 1";"12 NA";"6-pyruvoyltetrahydropterin synthase [Source:ZFIN;Acc:ZDB-GENE-070615-3]"
"ENSDARG00000013522";24;"ENSDARG00000013522";"pck1";6,18970166869726;2,60100925894419;4,35897376180136;-3,87640517368514;0,831574336155993;5,98886688932605;"9.45807649421759e-06      .";"1 x 5";"6 NA";"phosphoenolpyruvate carboxykinase 1 (soluble) [Source:ZFIN;Acc:ZDB-GENE-030909-11]"
"ENSDARG00000056028";25;"ENSDARG00000056028";"slc22a7a";11,0559821937813;4,64100929949875;4,33609537614469;-7,45668120546079;0,959766477660854;13,6719158985945;"1.52124091101768e-10      .";"1 x 1";"11 NA";"solute carrier family 22 (organic anion transporter), member 7a [Source:ZFIN;Acc:ZDB-GENE-050506-52]"
"ENSDARG00000032976";26;"ENSDARG00000032976";"cmlc1";8,30665621164561;3,70885268749854;4,32242738105974;-6,44488103472253;0,701104462027631;3,93294175411831;"0.000594199625986391      .";"3 x 1";"5 NA";"cardiac myosin light chain-1 [Source:ZFIN;Acc:ZDB-GENE-030522-1]"
"ENSDARG00000029894";27;"ENSDARG00000029894";"slc2a15a";9,71703427991723;4,10632156575538;4,31110043593335;-6,33849339230626;0,920507381759456;9,42357900076457;"3.11694138277474e-08      .";"1 x 1";"13 NA";"solute carrier family 2 (facilitated glucose transporter), member 15a [Source:ZFIN;Acc:ZDB-GENE-060531-109]"
"ENSDARG00000013598";28;"ENSDARG00000013598";"tnfb";6,83120028652271;3,08514083289119;4,30028456567685;-4,53736247109121;0,84541617466555;6,33142340664022;"4.98732763165588e-06      .";"1 x 3";"15 NA";"tumor necrosis factor b (TNF superfamily, member 2) [Source:ZFIN;Acc:ZDB-GENE-050601-2]"
"ENSDARG00000028257";29;"ENSDARG00000028257";"cyb561a3b";6,27827546780602;3,60405172341934;4,29118334403811;-4,58111937414769;0,960177168548795;13,7466740532218;"1.40318423547114e-10      .";"1 x 1";"21 NA";"cytochrome b561 family, member A3b [Source:ZFIN;Acc:ZDB-GENE-091204-222]"
"ENSDARG00000068876";30;"ENSDARG00000068876";"zgc:153031";7,31449769453459;3,85886985363717;4,28808009977214;-5,31974738927456;0,955414747808434;12,9430573401781;"3.41223937994073e-10      .";"1 x 1";"18 NA";"zgc:153031 [Source:ZFIN;Acc:ZDB-GENE-060929-1190]"
"ENSDARG00000071475";31;"ENSDARG00000071475";"aox5";11,6859646144294;4,28337617844696;4,28797183858117;-6,62320092031971;0,928693377801962;10,0169570867922;"1.3414232835629e-08      .";"1 x 1";"22 NA";"aldehyde oxidase 5 [Source:ZFIN;Acc:ZDB-GENE-001205-2]"
"ENSDARG00000101324";32;"ENSDARG00000101324";"apoa1b";10,1879808897838;2,91821427529643;4,287360791877;-6,22659417849153;0,830871275703711;5,97249980607;"9.75563775618138e-06      .";"1 x 4";"15 NA";"apolipoprotein A-Ib [Source:ZFIN;Acc:ZDB-GENE-050302-172]"
"ENSDARG00000103789";33;"ENSDARG00000103789";"tmem130";8,58827926905333;4,41366852002649;4,28612627863159;-5,95447759253221;0,949877922067039;12,1537287710682;"8.55289394863235e-10      .";"1 x 1";"12 NA";"transmembrane protein 130 [Source:ZFIN;Acc:ZDB-GENE-080204-23]"
"ENSDARG00000055278";34;"ENSDARG00000055278";"cfb";5,86142666818787;2,8771963930941;4,28292431771575;-3,74769495879919;0,786276502425334;5,09019956384266;"5.45753901770585e-05      .";"1 x 5";"21 NA";"complement factor B [Source:ZFIN;Acc:ZDB-GENE-980526-487]"
"ENSDARG00000045516";35;"ENSDARG00000045516";"itih2";6,26530395248321;2,45606371509553;4,26836105547857;-3,95365632451447;0,737456186361814;4,36755506272944;"0.000239213865349752      .";"1 x 5";"4 NA";"inter-alpha-trypsin inhibitor heavy chain 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1942]"
"ENSDARG00000087359";36;"ENSDARG00000087359";"c3a.2";5,59593058267322;2,65070191828318;4,26610050358999;-3,35852768562892;0,644327964387673;3,37013959503359;"0.00194907962578417      .";"1 x 5";"1 NA";"complement component c3a, duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-990415-36]"
