"";"Rank";"ID";"Symbol";"mean expression";"SD";"max delta e";"min delta e";"correlation";"->t.score";"->p.value";"Metagene";"Chromosome";"Description"
"ENSDARG00000099990";1;"ENSDARG00000099990";"";7,08052023255604;1,87431304773123;2,93831917833994;-4,02604757039267;0,774264678240818;4,89373530288909;"8.11254901134095e-05      .";"19 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000038025";2;"ENSDARG00000038025";"cbx7a";7,6869210761097;2,05135792680775;2,84760382840517;-5,46678179090263;0,515943311612785;2,40919739516674;"0.0141972402228024      .";"20 x 2";"3 NA";"chromobox homolog 7a [Source:ZFIN;Acc:ZDB-GENE-050417-400]"
"ENSDARG00000095615";3;"ENSDARG00000095615";"";5,06097477919659;1,2810519493445;2,83316580326691;-1,77313703777248;0,520467942672934;2,43812809851316;"0.0134008202147758      .";"18 x 1";"16 NA";"si:dkeyp-86h10.3 [Source:ZFIN;Acc:ZDB-GENE-100922-65]"
"ENSDARG00000098085";4;"ENSDARG00000098085";"";6,96825972697111;1,50935621456081;2,63261910134923;-3,12489657463854;0,771265262819754;4,84680891280721;"8.92389351931921e-05      .";"19 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000102011";5;"ENSDARG00000102011";"";9,03985543385909;1,97645979716799;2,45703015928151;-5,70702929337033;0,868923737854161;7,02237211282783;"1.44036974469852e-06      .";"19 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000102646";6;"ENSDARG00000102646";"";8,6412779948115;1,6969020049519;2,23270471975165;-3,57239501779529;0,763219184365626;4,72479382790545;"0.000114463243616303      .";"19 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000102482";7;"ENSDARG00000102482";"zgc:165573";7,19754682245663;1,96744041892599;2,22334432429724;-4,6948537440252;0,904905535602885;8,50450216420309;"1.24306862581136e-07      .";"18 x 1";"21 NA";"zgc:165573 [Source:ZFIN;Acc:ZDB-GENE-070615-27]"
"ENSDARG00000016238";8;"ENSDARG00000016238";"arl6ip5b";7,02372457382536;1,09771330836123;2,18202213325711;-1,5450388268055;0,784442597179251;5,05927630165474;"5.80721599969802e-05      .";"17 x 1";"23 NA";"ADP-ribosylation factor-like 6 interacting protein 5b [Source:ZFIN;Acc:ZDB-GENE-040718-223]"
"ENSDARG00000098579";9;"ENSDARG00000098579";"";8,36513649012168;1,34441555925695;2,11501816246519;-3,77662211382432;0,795961890374707;5,25954362946797;"3.89195285379618e-05      .";"19 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000055974";10;"ENSDARG00000055974";"tpmt.1";6,25665982186446;1,60050199222425;2,09902767154213;-2,97607241292418;0,855533023880818;6,60964499549123;"3.00096145866569e-06      .";"17 x 1";"19 NA";"thiopurine S-methyltransferase, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050522-141]"
"ENSDARG00000074628";11;"ENSDARG00000074628";"si:dkey-10o6.2";5,52842020088761;1,03065151650321;2,0938335640944;-1,64979332725204;0,678459032050045;3,69411226514405;"0.000983334475400666      .";"18 x 1";"18 NA";"si:dkey-10o6.2 [Source:ZFIN;Acc:ZDB-GENE-070705-284]"
"ENSDARG00000101391";12;"ENSDARG00000101391";"";6,97970539112609;1,08054862011258;1,99707118347736;-1,70929986984035;0,639369578761517;3,32615393473167;"0.00213849033716285      .";"19 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000101254";13;"ENSDARG00000101254";"";6,26261233459383;1,47665946379838;1,99552955399342;-2,73865198832638;0,713359818406347;4,0717003604394;"0.000443863382607157      .";"17 x 1";"4 NA";""
"ENSDARG00000103474";14;"ENSDARG00000103474";"";6,74523334652917;1,0981239095709;1,97715311318828;-3,05858818228436;0,70450988208547;3,97078011399746;"0.000548716736529453      .";"20 x 1";"15 NA";"Small Cajal body specific RNA 6 [Source:RFAM;Acc:RF00478]"
"ENSDARG00000098470";15;"ENSDARG00000098470";"";10,6354069005576;1,11322426276988;1,97489220626905;-1,96744956250843;0,820830527066777;5,74839654899217;"1.49633148501804e-05      .";"18 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000102811";16;"ENSDARG00000102811";"";11,4567724633874;1,08605632413231;1,93089178480983;-1,92635084068965;0,816155777494787;5,64977963946262;"1.81007254227428e-05      .";"18 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000100920";17;"ENSDARG00000100920";"";5,92088109829606;1,14018912450613;1,8698843187469;-1,88002388994702;0,654009835168305;3,45814620076475;"0.00161870397917419      .";"20 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000088785";18;"ENSDARG00000088785";"";8,98309264322588;1,09409014652202;1,85265635192995;-1,903172248143;0,763480135177109;4,72866596171149;"0.000113559871030233      .";"18 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSDARG00000029795";19;"ENSDARG00000029795";"fam213b";6,68729696724442;1,42929099634164;1,85023260597219;-3,2387447620223;0,849805877576835;6,44896730985255;"4.01885870104923e-06      .";"18 x 1";"11 NA";"family with sequence similarity 213, member B [Source:ZFIN;Acc:ZDB-GENE-040426-2556]"
"ENSDARG00000103219";20;"ENSDARG00000103219";"";6,62591483768454;1,17261593841144;1,84781070086841;-2,92233098984306;0,827810945118589;5,90231994752149;"1.1145960116421e-05      .";"19 x 1";"11 NA";"Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
