"";"Rank";"ID";"Symbol";"mean expression";"SD";"max delta e";"min delta e";"correlation";"->t.score";"->p.value";"Metagene";"Chromosome";"Description"
"ENSDARG00000062262";1;"ENSDARG00000062262";"ednrab";3,4747630243945;2,20145618642492;8,23324002093709;-1,20315632090847;0,496294189571032;2,28666322294818;"0.0180905202610577      .";"40 x 29";"23 NA";"endothelin receptor type Ab [Source:ZFIN;Acc:ZDB-GENE-040426-2364]"
"ENSDARG00000089750";2;"ENSDARG00000089750";"si:dkey-26g8.5";3,56759736721142;2,01473788073229;5,91439796601366;-1,26660869846843;0,582892908004493;2,86945361649709;"0.00556187788039542      .";"40 x 29";"12 NA";"si:dkey-26g8.5 [Source:ZFIN;Acc:ZDB-GENE-121214-19]"
"ENSDARG00000079376";3;"ENSDARG00000079376";"zgc:174153";4,0890174445149;1,67032331112607;5,48303748389591;-1,21037427519185;0,545198020861909;2,60142324992548;"0.00964248762396247      .";"40 x 28";"12 NA";"zgc:174153 [Source:ZFIN;Acc:ZDB-GENE-080215-7]"
"ENSDARG00000087651";4;"ENSDARG00000087651";"MGC174155";4,39074921633787;1,7210329606996;5,30903314928719;-1,60932433383361;0,547963775725921;2,62026264044084;"0.00928014382682207      .";"40 x 28";"12 NA";"si:dkey-26g8.4 [Source:ZFIN;Acc:ZDB-GENE-121214-36]"
"ENSDARG00000091209";5;"ENSDARG00000091209";"ucp3";5,20778407543369;1,17309444595366;2,70355199377855;-1,66801172103767;0,647841397705071;3,40174560526899;"0.00182335456771798      .";"40 x 29";"10 NA";"uncoupling protein 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1317]"
"ENSDARG00000097523";6;"ENSDARG00000097523";"si:ch73-364h19.1";4,53569263165401;1,36078398342241;2,64560458420832;-1,35359759114975;0,645387627302788;3,3796332236366;"0.00191043629835086      .";"40 x 30";"3 NA";"si:ch73-364h19.1 [Source:ZFIN;Acc:ZDB-GENE-031010-45]"
"ENSDARG00000075527";7;"ENSDARG00000075527";"si:dkey-269i1.3";2,98378732687444;0,913365196128846;2,63022566398931;-0,643459991467467;0,597041327825227;2,97698094621207;"0.00444818694535631      .";"39 x 29";"12 NA";"si:dkey-239j18.2 [Source:ZFIN;Acc:ZDB-GENE-121214-52]"
"ENSDARG00000089044";8;"ENSDARG00000089044";"zgc:163040";9,41915641922061;1,02945005912257;2,52116447265998;-1,91679262833713;0,742998704044913;4,44049984078857;"0.000205599588539274      .";"40 x 27";"25 NA";"histone 1, H4, like [Source:ZFIN;Acc:ZDB-GENE-070927-10]"
"ENSDARG00000080317";9;"ENSDARG00000080317";"";6,49794679910387;1,70314681518412;2,50323669300676;-3,45075030959306;0,706101387024609;3,98864945436038;"0.000528475879423951      .";"40 x 26";"2 NA";"U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]"
"ENSDARG00000058237";10;"ENSDARG00000058237";"ssbp3a";7,03534221801611;1,38447968916814;2,41557566294038;-4,00867999987421;0,905524124770753;8,53674539174496;"1.18219768308059e-07      .";"40 x 26";"2 NA";"single stranded DNA binding protein 3a [Source:ZFIN;Acc:ZDB-GENE-070705-484]"
