"";"Rank";"ID";"Symbol";"mean expression";"SD";"max delta e";"min delta e";"correlation";"->t.score";"->p.value";"Metagene";"Chromosome";"Description"
"ENSDARG00000095072";1;"ENSDARG00000095072";"si:dkey-26g8.4";3,37498767783945;1,03724391797148;2,6848334842735;-0,854848224172569;0,631693244072738;3,25943348733302;"0.00246115693378779      .";"34 x 26";"12 NA";"zgc:174855 [Source:ZFIN;Acc:ZDB-GENE-071004-74]"
"ENSDARG00000097539";2;"ENSDARG00000097539";"";4,85662775043121;0,963060394119195;2,6347722783428;-1,1870830183985;0,385862223422567;1,67301301410614;"0.056880287644973      .";"31 x 26";"12 NA";"si:ch211-39f2.3 [Source:ZFIN;Acc:ZDB-GENE-131126-52]"
"ENSDARG00000088484";3;"ENSDARG00000088484";"kcnj1a.6";5,21993537337886;0,980979185845684;2,46467205057179;-1,5003469541773;0,3966933946605;1,72860347083728;"0.051562438659031      .";"30 x 27";"18 NA";"potassium inwardly-rectifying channel, subfamily J, member 1a, tandem duplicate 6 [Source:ZFIN;Acc:ZDB-GENE-050420-272]"
"ENSDARG00000074306";4;"ENSDARG00000074306";"wu:fa26c03";3,70604359398781;1,00392144295519;2,35165113089379;-0,893585016361387;0,635267432354549;3,29029560165609;"0.00230631719814411      .";"34 x 26";"12 NA";"cathepsin Lb [Source:ZFIN;Acc:ZDB-GENE-980526-285]"
"ENSDARG00000095744";5;"ENSDARG00000095744";"si:dkey-269i1.4";3,51857004967061;0,947282762390185;2,26757274462824;-0,802018899712415;0,669593189032701;3,60612843978104;"0.00118417525556191      .";"34 x 26";"12 NA";"si:dkey-269i1.4 [Source:ZFIN;Acc:ZDB-GENE-121214-37]"
"ENSDARG00000089806";6;"ENSDARG00000089806";"si:dkey-239j18.3";3,01892410132118;0,839118313172249;2,12674173271028;-0,582309923406223;0,642726442426417;3,35585430598948;"0.00200869425276451      .";"34 x 26";"12 NA";"si:dkey-239j18.3 [Source:ZFIN;Acc:ZDB-GENE-121214-39]"
"ENSDARG00000039173";7;"ENSDARG00000039173";"ctslb";3,0714101235303;0,805465071834709;2,08268995782364;-0,57288168995197;0,644079271961218;3,36791635227319;"0.00195824080232798      .";"34 x 26";"12 NA";"cathepsin Lb [Source:ZFIN;Acc:ZDB-GENE-980526-285]"
"ENSDARG00000100833";8;"ENSDARG00000100833";"LOC100536033";3,35477456032303;0,814480873744971;2,01344272911126;-0,67836411932093;0,710878058029893;4,04301214950566;"0.000471419216398816      .";"34 x 26";"20 NA";"si:dkey-269i1.4 [Source:ZFIN;Acc:ZDB-GENE-121214-37]"
"ENSDARG00000003399";9;"ENSDARG00000003399";"fgf8a";4,08964045214548;0,707658567799277;1,95934123974521;-0,762952893798907;0,698394491374678;3,90320962061849;"0.000632594419819554      .";"34 x 25";"13 NA";"fibroblast growth factor 8a [Source:ZFIN;Acc:ZDB-GENE-990415-72]"
"ENSDARG00000068021";10;"ENSDARG00000068021";"ece2a";4,17892206731139;0,653829323455533;1,92739552581756;-0,755890195692714;0,562790159656737;2,72339846606517;"0.00751667624281827      .";"33 x 23";"2 NA";"endothelin converting enzyme 2a [Source:ZFIN;Acc:ZDB-GENE-070912-214]"
"ENSDARG00000077975";11;"ENSDARG00000077975";"si:ch73-343l4.8";3,53426017125736;0,595156929856589;1,848005437754;-0,539780424045544;0,442301069168835;1,97265034072395;"0.0330358626768983      .";"32 x 21";"1 NA";"si:ch73-343l4.8 [Source:ZFIN;Acc:ZDB-GENE-090313-159]"
"ENSDARG00000096548";12;"ENSDARG00000096548";"";3,48663695272555;0,521997716520916;1,78864773729082;-0,473275433138199;0,740189392791207;4,40327846227913;"0.000222103818789066      .";"33 x 22";"1 NA";""
"ENSDARG00000095254";13;"ENSDARG00000095254";"si:dkey-239j18.2";2,40726798054315;0,632397736170604;1,73886987760804;-0,364218686437569;0,711322131002953;4,0481228477981;"0.000466386484561321      .";"36 x 29";"12 NA";"si:dkey-239j18.2 [Source:ZFIN;Acc:ZDB-GENE-121214-52]"
"ENSDARG00000102793";14;"ENSDARG00000102793";"slc16a6a";5,66120344849535;0,899076079110681;1,73315766416493;-1,58547911139387;0,744733211005848;4,46374155001481;"0.00019593349183622      .";"33 x 30";"KN150708.1 NA";"solute carrier family 16, member 6a [Source:ZFIN;Acc:ZDB-GENE-110208-1]"
"ENSDARG00000101163";15;"ENSDARG00000101163";"";4,22849221703474;0,707401331945011;1,72732471551658;-0,779940011812623;0,600653692980483;3,00511167753652;"0.00419477596242812      .";"33 x 31";"5 NA";""
"ENSDARG00000038988";16;"ENSDARG00000038988";"";3,35889415635175;0,499172616222835;1,72355728246007;-0,432749529720828;0,687578140035157;3,78773336741445;"0.000806984793215282      .";"33 x 22";"2 NA";"si:ch211-14p21.4 [Source:ZFIN;Acc:ZDB-GENE-070912-95]"
"ENSDARG00000036966";17;"ENSDARG00000036966";"hsd3b7";6,12462323302969;0,777395790001837;1,69563243624279;-1,80495535562558;0,535486069622057;2,53621377497952;"0.011003907163476      .";"30 x 30";"3 NA";"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase [Source:ZFIN;Acc:ZDB-GENE-030131-5673]"
"ENSDARG00000068193";18;"ENSDARG00000068193";"tmem44";2,90910771412793;0,503278889321543;1,66438402610001;-0,367009927551956;0,329176125728397;1,39441741962675;"0.0911265805106192      .";"32 x 21";"11 NA";"transmembrane protein 44 [Source:ZFIN;Acc:ZDB-GENE-060825-65]"
"ENSDARG00000075017";19;"ENSDARG00000075017";"myzap";6,44444622712482;0,869209241169729;1,64718600183992;-2,20674373496956;0,341684670943655;1,45426406854682;"0.0826043986816485      .";"30 x 29";"7 NA";"myocardial zonula adherens protein [Source:ZFIN;Acc:ZDB-GENE-041111-91]"
