"";"Rank";"ID";"Symbol";"mean expression";"SD";"max delta e";"min delta e";"correlation";"->t.score";"->p.value";"Metagene";"Chromosome";"Description"
"ENSDARG00000076321";1;"ENSDARG00000076321";"col28a2a";7,39880488543466;1,7634671041031;4,38394544534022;-2,85292770680817;0,684483739166303;3,75559577614295;"0.000863618662648058      .";"18 x 40";"9 NA";"collagen, type XXVIII, alpha 2a [Source:ZFIN;Acc:ZDB-GENE-030131-4444]"
"ENSDARG00000103732";2;"ENSDARG00000103732";"plp1a";6,64360279493942;1,43685737465501;3,19429789522634;-3,2950337168743;0,518088717232323;2,42288054314247;"0.0138151519855889      .";"20 x 40";"14 NA";"proteolipid protein 1a [Source:ZFIN;Acc:ZDB-GENE-001202-1]"
"ENSDARG00000021720";3;"ENSDARG00000021720";"col7a1";6,60450946614361;1,24921779198257;3,06445622314811;-1,69935033705671;0,687154875324798;3,78331456316318;"0.000814544692136265      .";"18 x 40";"6 NA";"collagen, type VII, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2427]"
"ENSDARG00000010770";4;"ENSDARG00000010770";"sox19a";8,0514321494609;1,20176563731105;2,9398311878132;-1,71624991098727;0,754939839440635;4,60473733773179;"0.000146446759022312      .";"19 x 40";"5 NA";"SRY (sex determining region Y)-box 19a [Source:ZFIN;Acc:ZDB-GENE-980526-102]"
"ENSDARG00000088805";5;"ENSDARG00000088805";"nes";7,68468327079171;1,01731734794881;2,93925833505284;-1,33830200801524;0,746914014106914;4,49325210159635;"0.000184324563041516      .";"21 x 40";"16 NA";"Nestin  [Source:UniProtKB/Swiss-Prot;Acc:P86839]"
"ENSDARG00000020219";6;"ENSDARG00000020219";"dld";8,18763559341817;1,23796094375861;2,91291692748707;-2,10075904117217;0,785128438448707;5,07080016014612;"5.67428674882464e-05      .";"19 x 40";"13 NA";"deltaD [Source:ZFIN;Acc:ZDB-GENE-990415-47]"
"ENSDARG00000037178";7;"ENSDARG00000037178";"zic2b";7,15275721765316;0,986096175755431;2,8466723171535;-1,18630395048875;0,841516231295587;6,2307785748169;"6.00904685599257e-06      .";"31 x 40";"1 NA";"zic family member 2 (odd-paired homolog, Drosophila) b [Source:ZFIN;Acc:ZDB-GENE-030219-92]"
"ENSDARG00000074253";8;"ENSDARG00000074253";"";4,51270827696356;1,17420298051533;2,74774961532907;-1,34385084340416;0,641761513105185;3,34728355384122;"0.00204532615784547      .";"20 x 40";"13 NA";"oligodendrocyte transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-080903-1]"
"ENSDARG00000105429";9;"ENSDARG00000105429";"";4,46104027808203;1,38891327518045;2,64799793618816;-1,54678450243965;0,481571321370522;2,19793485807558;"0.021509155503193      .";"28 x 40";"11 NA";""
"ENSDARG00000056666";10;"ENSDARG00000056666";"sp8b";6,00179549687301;1,10356525835219;2,63606611943816;-1,85429560089092;0,604675067817509;3,03676648899398;"0.00392648790064631      .";"20 x 40";"16 NA";"sp8 transcription factor b [Source:ZFIN;Acc:ZDB-GENE-030131-3654]"
